Serial,Disaster,Code Region,Code District,Code Commune,Location,District,Date,Duration (d),Source,Year,Month,Landslide
LA2010,LANDSLIDE,lka009,lka009002,lka009002012,Nilwakka(GN),Kegalle,2010-01-12,0,EOC,2010,1,1
LA2010,LANDSLIDE,lka009,lka009002,lka009002015,Galsiyambalagama(GN),Kegalle,2010-04-26,0,EOC,2010,4,1
LA2010,LANDSLIDE,lka009,lka009002,lka009002030,"Malwarusawa, Galabalana Kanda(GN), Dikella(GN)",Kegalle,2010-05-18,0,Ds Office,2010,5,1
RA2010,RAINS,lka009,lka009002,lka009002012,Paragammana(GN),Kegalle,2010-11-25,0,EOC,2010,11,1
135478,LANDSLIDE,lka009,lka009002,lka009002018,,Kegalle,2011-01-06,0,DMC-EOC-DOB,2011,1,1
135479,LANDSLIDE,lka009,lka009002,lka009002024,Ambamalla GN,Kegalle,2011-01-06,0,DMC-EOC-DOB,2011,1,1
135488,LANDSLIDE,lka009,lka009002,lka009002012,Elawana,Kegalle,2011-04-13,0,DMC-EOC-DOB,2011,4,1
135615,LANDSLIDE,lka009,lka009002,lka009002015,Damala,Kegalle,2011-05-27,0,DMC EOC,2011,5,1
135617,LANDSLIDE,lka009,lka009002,lka009002024,Kendawa,Kegalle,2011-05-27,0,DMC EOC,2011,5,1
136787,LANDSLIDE,lka009,lka009002,lka009002015,,Kegalle,2011-05-27,12,DDMCU-Kegalle,2011,5,1
136789,LANDSLIDE,lka009,lka009002,lka009002024,,Kegalle,2011-05-27,12,DDMCU-Kegalle,2011,5,1
136790,LANDSLIDE,lka009,lka009002,lka009002033,,Kegalle,2011-05-27,12,DDMCU-Kegalle,2011,5,1
136711,LANDSLIDE,lka009,lka009002,lka009002006,,Kegalle,2013-11-25,0,EOC-DMC,2013,11,1
RA2000,RAINS,lka009,lka009001,lka009001015,Pallewela(GN),Ratnapura,2000-01-04,0,Ds Office,2000,1,1
RA2000,RAINS,lka009,lka009001,lka009001018,Welekumbura(GN),Ratnapura,2000-01-13,0,Ds Office,2000,1,1
RA2000,RAINS,lka009,lka009001,lka009001015,Oluganthota(GN),Ratnapura,2000-01-14,0,Ds Office,2000,1,1
RA2000,RAINS,lka009,lka009001,lka009001018,Yahalawela(GN),Ratnapura,2000-01-20,0,Ds Office,2000,1,1
RA2000,RAINS,lka009,lka009001,lka009001009,Kiriella(GN),Ratnapura,2000-02-21,0,Ds Office,2000,2,1
RA2000,RAINS,lka009,lka009001,lka009001015,Kumburuntheniwela(GN),Ratnapura,2000-03-25,0,Ds Office,2000,3,1
RA2000,RAINS,lka009,lka009001,lka009001015,Rawanakanda(GN),Ratnapura,2000-05-01,0,Ds Office,2000,5,1
RA2000,RAINS,lka009,lka009001,lka009001015,Pidaligannawela(GN),Ratnapura,2000-06-02,0,Ds Office,2000,6,1
RA2000,RAINS,lka009,lka009001,lka009001015,Udagama(GN),Ratnapura,2000-07-10,0,Ds Office,2000,7,1
RA2000,RAINS,lka009,lka009001,lka009001015,Pinnawala(GN),Ratnapura,2000-07-13,0,Ds Office,2000,7,1
RA2000,RAINS,lka009,lka009001,lka009001015,Muttettuwegama(GN),Ratnapura,2000-07-14,0,Ds Office,2000,7,1
RA2000,RAINS,lka009,lka009001,lka009001009,Matuwagala(GN),Ratnapura,2000-07-25,0,Ds Office,2000,7,1
RA2000,RAINS,lka009,lka009001,lka009001015,Muttettuwegama(GN),Ratnapura,2000-08-02,0,Ds Office,2000,8,1
RA2000,RAINS,lka009,lka009001,lka009001015,Maddethalawa(GN),Ratnapura,2000-08-04,0,Ds Office,2000,8,1
RA2000,RAINS,lka009,lka009001,lka009001018,Godakumbura(GN),Ratnapura,2000-08-20,0,Ds Office,2000,8,1
RA2000,RAINS,lka009,lka009001,lka009001018,Welekumbura(GN),Ratnapura,2000-08-20,0,Ds Office,2000,8,1
RA2000,RAINS,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2000-08-23,0,Ds Office,2000,8,1
RA2000,RAINS,lka009,lka009001,lka009001018,Medabedda(GN),Ratnapura,2000-10-03,0,Ds Office,2000,10,1
LA2000,LANDSLIDE,lka009,lka009001,lka009001018,Durakanda(GN),Ratnapura,2000-10-07,0,Ds Office,2000,10,1
RA2000,RAINS,lka009,lka009001,lka009001018,Thanjanthenna(GN),Ratnapura,2000-10-09,0,Ds Office,2000,10,1
RA2000,RAINS,lka009,lka009001,lka009001015,Bellankanda(GN),Ratnapura,2000-10-10,0,Ds Office,2000,10,1
RA2000,RAINS,lka009,lka009001,lka009001018,Batugammana(GN),Ratnapura,2000-11-01,0,Ds Office,2000,11,1
RA2000,RAINS,lka009,lka009001,lka009001015,Wegapitiya(GN),Ratnapura,2000-11-04,0,Ds Office,2000,11,1
RA2000,RAINS,lka009,lka009001,lka009001018,Kirimetithenna(GN),Ratnapura,2000-11-29,0,Ds Office,2000,11,1
RA2000,RAINS,lka009,lka009001,lka009001009,Ellawala(GN),Ratnapura,2000-12-09,0,Ds Office,2000,12,1
RA2000,RAINS,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2000-12-13,0,Ds Office,2000,12,1
RA2000,RAINS,lka009,lka009001,lka009001018,Thumbagoda(GN),Ratnapura,2000-12-28,0,Ds Office,2000,12,1
RA2000,RAINS,lka009,lka009001,lka009001018,Mahawalathenna(GN),Ratnapura,2000-12-30,0,Ds Office,2000,12,1
RA2001,RAINS,lka009,lka009001,lka009001015,Naluwela(GN),Ratnapura,2001-01-01,0,Ds Office,2001,1,1
RA2001,RAINS,lka009,lka009001,lka009001015,Wegapitiya(GN),Ratnapura,2001-01-14,0,Ds Office,2001,1,1
RA2001,RAINS,lka009,lka009001,lka009001015,Bellankanda(GN),Ratnapura,2001-01-15,0,Ds Office,2001,1,1
LA2001,LANDSLIDE,lka009,lka009001,lka009001015,Wegapitiya (GN),Ratnapura,2001-01-18,0,"DI2001.01.20P14,DS OFFICE",2001,1,1
RA2001,RAINS,lka009,lka009001,lka009001015,Muttettuwegama(GN),Ratnapura,2001-01-20,0,Ds Office,2001,1,1
RA2001,RAINS,lka009,lka009001,lka009001018,Wijanathkumbura(GN,Ratnapura,2001-01-26,0,Ds Office,2001,1,1
RA2001,RAINS,lka009,lka009001,lka009001018,Horaketiya(GN),Ratnapura,2001-02-02,0,Ds Office,2001,2,1
RA2001,RAINS,lka009,lka009001,lka009001018,Welekumbura(GN),Ratnapura,2001-02-22,0,Ds Office,2001,2,1
RA2001,RAINS,lka009,lka009001,lka009001018,Aldora(GN),Ratnapura,2001-03-15,0,Ds Office,2001,3,1
RA2001,RAINS,lka009,lka009001,lka009001015,Bolthumbe(GN),Ratnapura,2001-03-24,0,Ds Office,2001,3,1
RA2001,RAINS,lka009,lka009001,lka009001015,Naluwela(GN),Ratnapura,2001-04-01,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001015,Pandeniya(GN),Ratnapura,2001-04-14,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001015,Oluganthota(GN),Ratnapura,2001-04-18,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001015,Passaramulla(GN),Ratnapura,2001-04-18,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001015,Pidaligannawela(GN),Ratnapura,2001-04-19,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001015,Alakolaella(GN),Ratnapura,2001-04-20,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001015,Kanathiriyanwala(GN),Ratnapura,2001-04-20,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001015,Pinnawala(GN),Ratnapura,2001-04-20,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001015,Viharavela(GN),Ratnapura,2001-04-20,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001018,Kiridigala(GN),Ratnapura,2001-04-21,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001015,Nittamaluwa(GN),Ratnapura,2001-04-22,0,Ds Office,2001,4,1
RA2001,RAINS,lka009,lka009001,lka009001018,Egoda Waleboda(GN),Ratnapura,2001-05-02,0,Ds Office,2001,5,1
RA2001,RAINS,lka009,lka009001,lka009001018,Kiridigala(GN),Ratnapura,2001-05-21,0,Ds Office,2001,5,1
RA2001,RAINS,lka009,lka009001,lka009001009,Idangoda(GN),Ratnapura,2001-07-06,0,Ds Office,2001,7,1
RA2001,RAINS,lka009,lka009001,lka009001015,Meddegama(GN),Ratnapura,2001-07-20,0,Ds Office,2001,7,1
RA2001,RAINS,lka009,lka009001,lka009001048,Walalgoda(GN),Ratnapura,2001-08-02,0,Ds Office,2001,8,1
RA2001,RAINS,lka009,lka009001,lka009001015,Amupitiya(GN),Ratnapura,2001-08-04,0,Ds Office,2001,8,1
RA2001,RAINS,lka009,lka009001,lka009001015,Aluthnuwara(GN),Ratnapura,2001-10-04,0,Ds Office,2001,10,1
RA2001,RAINS,lka009,lka009001,lka009001009,Holeepitiya(GN),Ratnapura,2001-10-25,0,Ds Office,2001,10,1
RA2001,RAINS,lka009,lka009001,lka009001048,Mulendiyawala(GN),Ratnapura,2001-11-22,0,Ds Office,2001,11,1
RA2001,RAINS,lka009,lka009001,lka009001048,Sudugala(GN),Ratnapura,2001-11-22,0,Ds Office,2001,11,1
RA2001,RAINS,lka009,lka009001,lka009001015,Kanchigune(GN),Ratnapura,2001-12-31,0,Ds Office,2001,12,1
RA2002,RAINS,lka009,lka009001,lka009001015,Passaramulla(GN),Ratnapura,2002-01-01,0,Ds Office,2002,1,1
RA2002,RAINS,lka009,lka009001,lka009001018,Vijanathkumbura(GN),Ratnapura,2002-01-05,0,Ds Office,2002,1,1
RA2002,RAINS,lka009,lka009001,lka009001018,Thumbagoda(GN),Ratnapura,2002-01-30,0,Ds Office,2002,1,1
RA2002,RAINS,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2002-04-15,0,Ds Office,2002,4,1
RA2002,RAINS,lka009,lka009001,lka009001018,Kumaragama(GN),Ratnapura,2002-04-15,0,Ds Office,2002,4,1
RA2002,RAINS,lka009,lka009001,lka009001018,Vikiliya(GN),Ratnapura,2002-04-24,0,Ds Office,2002,4,1
RA2002,RAINS,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2002-04-25,0,Ds Office,2002,4,1
RA2002,RAINS,lka009,lka009001,lka009001018,Mawela(GN),Ratnapura,2002-04-25,0,Ds Office,2002,4,1
RA2002,RAINS,lka009,lka009001,lka009001018,Kiridigala(GN),Ratnapura,2002-04-27,0,Ds Office,2002,4,1
RA2002,RAINS,lka009,lka009001,lka009001018,Bowatta(GN),Ratnapura,2002-04-29,0,Ds Office,2002,4,1
RA2002,RAINS,lka009,lka009001,lka009001018,Ellewatta(GN),Ratnapura,2002-04-29,0,Ds Office,2002,4,1
LA2002,LANDSLIDE,lka009,lka009001,lka009001015,Puwakgahawela(GN),Ratnapura,2002-05-10,0,"DI2002.10.07P01,P10,DN20021009P1/ Ds Off",2002,5,1
LA2002,LANDSLIDE,lka009,lka009001,lka009001042,Rakwana South(GN),Ratnapura,2002-05-17,0,Ds Office,2002,5,1
RA2002,RAINS,lka009,lka009001,lka009001015,Kumbalgama(GN),Ratnapura,2002-06-24,0,Ds Office,2002,6,1
RA2002,RAINS,lka009,lka009001,lka009001015,Ulupitiya(GN),Ratnapura,2002-06-24,0,Ds Office,2002,6,1
RA2002,RAINS,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2002-11-05,0,Ds Office,2002,11,1
RA2002,RAINS,lka009,lka009001,lka009001048,Panamura(GN),Ratnapura,2002-11-11,0,Ds Office,2002,11,1
RA2002,RAINS,lka009,lka009001,lka009001018,Dehigasthalawa(GN),Ratnapura,2002-11-15,0,Ds Office,2002,11,1
RA2002,RAINS,lka009,lka009001,lka009001018,Egoda Waleboda(GN),Ratnapura,2002-11-15,0,Ds Office,2002,11,1
RA2002,RAINS,lka009,lka009001,lka009001015,Udagama(GN),Ratnapura,2002-11-15,0,Ds Office,2002,11,1
LA2002,LANDSLIDE,lka009,lka009001,lka009001021,Liyanagoda(GN),Ratnapura,2002-11-19,0,Ds Office,2002,11,1
LA2002,LANDSLIDE,lka009,lka009001,lka009001021,Meegahawela(GN),Ratnapura,2002-11-19,0,Ds Office,2002,11,1
RA2002,RAINS,lka009,lka009001,lka009001018,Thumbagoda(GN),Ratnapura,2002-11-19,0,Ds Office,2002,11,1
RA2002,RAINS,lka009,lka009001,lka009001018,Kiridigala(GN),Ratnapura,2002-12-04,0,Ds Office,2002,12,1
RA2003,RAINS,lka009,lka009001,lka009001015,Belihuloya(GN),Ratnapura,2003-03-04,0,Ds Office,2003,3,1
RA2003,RAINS,lka009,lka009001,lka009001018,Messana(GN),Ratnapura,2003-03-05,0,Ds Office,2003,3,1
RA2003,RAINS,lka009,lka009001,lka009001015,Hatharabage(GN),Ratnapura,2003-03-16,0,Ds Office,2003,3,1
RA2003,RAINS,lka009,lka009001,lka009001015,Hatharabage(GN),Ratnapura,2003-03-18,0,Ds Office,2003,3,1
RA2003,RAINS,lka009,lka009001,lka009001009,Matuwagala(GN),Ratnapura,2003-03-20,0,Ds Office,2003,3,1
RA2003,RAINS,lka009,lka009001,lka009001018,Horaketiya(GN),Ratnapura,2003-04-02,0,Ds Office,2003,4,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Mamalgaha(GN),Ratnapura,2003-04-13,0,Ds Office,2003,4,1
RA2003,RAINS,lka009,lka009001,lka009001015,Thotapalla(GN),Ratnapura,2003-04-13,0,Ds Office,2003,4,1
RA2003,RAINS,lka009,lka009001,lka009001018,Kalupedigama(GN),Ratnapura,2003-05-10,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2003-05-13,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Rawanakanda(GN),Ratnapura,2003-05-16,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001027,Batakada(GN),Ratnapura,2003-05-17,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001036,Kiribathgala(GN),Ratnapura,2003-05-17,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001027,Palawela(GN),Ratnapura,2003-05-17,0,DI2003.05.20P01/ Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001018,Polwathugoda(GN),Ratnapura,2003-05-17,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001036,Wanniyawatta(GN),Ratnapura,2003-05-17,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001042,,Ratnapura,2003-05-17,2, Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001051,,Ratnapura,2003-05-17,1,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001030,,Ratnapura,2003-05-17,2,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001024,,Ratnapura,2003-05-17,2,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001033,,Ratnapura,2003-05-17,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001012,Malangama(GN),Ratnapura,2003-05-17,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001036,Deiwala(GN),Ratnapura,2003-05-18,0,DI2003.05.20P01,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001036,Doloswala kanda(GN),Ratnapura,2003-05-18,0,DI20030520P01,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001009,Epitawala(GN),Ratnapura,2003-05-18,0,DS OFFICE,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001009,Hungama(GN),Ratnapura,2003-05-18,0,DI20030520P1,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001009,Matuwagala(GN),Ratnapura,2003-05-18,0,DS OFFICE,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001012,Mawgama,Ratnapura,2003-05-18,0,DI20030520P1,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001012,Thanayam road,Ratnapura,2003-05-18,0,DI20030520P1,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001009,,Ratnapura,2003-05-18,1,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Kottimbulwala(GN),Ratnapura,2003-05-18,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Ranwala(GN),Ratnapura,2003-05-18,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Thennehena(GN),Ratnapura,2003-05-18,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Udaranwala(GN),Ratnapura,2003-05-18,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001036,Erabedda(GN),Ratnapura,2003-05-19,0,DI20030520P1,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001027,Kahawatta(GN),Ratnapura,2003-05-19,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001045,Ranwala(GN),Ratnapura,2003-05-19,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001027,,Ratnapura,2003-05-19,0,DS OFFICE,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Elamalpe(GN),Ratnapura,2003-05-19,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Kongasthenna(GN),Ratnapura,2003-05-19,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Weligepola(GN),Ratnapura,2003-05-19,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Gallenakanda(GN),Ratnapura,2003-05-20,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Halpe(GN),Ratnapura,2003-05-20,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Maddethalawa(GN),Ratnapura,2003-05-20,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Muttettuvegama(GN),Ratnapura,2003-05-20,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001012,Muwagankandagama,Ratnapura,2003-05-20,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Pagalovita(GN),Ratnapura,2003-05-20,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Gangodagama(GN),Ratnapura,2003-05-21,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Kongasthenna(GN),Ratnapura,2003-05-21,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Madawalalanda(GN),Ratnapura,2003-05-21,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Pussathota(GN),Ratnapura,2003-05-21,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Thennehena(GN),Ratnapura,2003-05-21,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Elamalpola(GN),Ratnapura,2003-05-22,0,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001045,Kongasthenna(GN),Ratnapura,2003-05-22,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Morahela(GN),Ratnapura,2003-05-23,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001039,Kalaella(GN),Ratnapura,2003-05-26,0,DI2003.05.28P05,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Kumburutheniwela(GN),Ratnapura,2003-05-30,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Pandeniya(GN),Ratnapura,2003-05-30,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001033,Dolekanda(GN),Ratnapura,2003-05-31,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001033,Hapugoda(GN),Ratnapura,2003-05-31,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001033,Ilumbakanda(GN),Ratnapura,2003-05-31,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001033,Kathlana(GN),Ratnapura,2003-05-31,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Kattadikanda(GN),Ratnapura,2003-05-31,0,DS OFFICE,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001033,Kudumiriya(GN),Ratnapura,2003-05-31,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Maddethalawa(GN),Ratnapura,2003-05-31,0,DS OFFICE,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Pagalowita(GN),Ratnapura,2003-05-31,0,DS OFFICE,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001033,Panapola(GN),Ratnapura,2003-05-31,0,DI2003.05.28P19/Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,Pandeniya(GN),Ratnapura,2003-05-31,0,DS OFFICE,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001033,Thanabela(GN),Ratnapura,2003-05-31,0,Ds Office,2003,5,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001015,,Ratnapura,2003-05-31,1,Ds Office,2003,5,1
RA2003,RAINS,lka009,lka009001,lka009001018,Kumaragama(GN),Ratnapura,2003-06-03,0,Ds Office,2003,6,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001033,On Rakwana -Pothupitiya Road,Ratnapura,2003-06-06,2,DI2003.06.07P03,2003,6,1
RA2003,RAINS,lka009,lka009001,lka009001009,Dodampe(GN),Ratnapura,2003-06-20,0,Ds Office,2003,6,1
RA2003,RAINS,lka009,lka009001,lka009001018,Thotupalathenna(GN),Ratnapura,2003-07-03,0,Ds Office,2003,7,1
RA2003,RAINS,lka009,lka009001,lka009001018,Kiridigala(GN),Ratnapura,2003-07-11,0,Ds Office,2003,7,1
LA2003,LANDSLIDE,lka009,lka009001,lka009001045,Ilukkumbura(GN),Ratnapura,2003-07-12,1,Ds Office,2003,7,1
RA2003,RAINS,lka009,lka009001,lka009001015,Oluganthota(GN),Ratnapura,2003-08-12,0,Ds Office,2003,8,1
RA2003,RAINS,lka009,lka009001,lka009001015,Rawanakanda(GN),Ratnapura,2003-08-19,0,Ds Office,2003,8,1
RA2003,RAINS,lka009,lka009001,lka009001009,Akurana(GN),Ratnapura,2003-08-24,0,Ds Office,2003,8,1
RA2003,RAINS,lka009,lka009001,lka009001009,Ellawala Pahalagama(GN),Ratnapura,2003-09-02,0,Ds Office,2003,9,1
RA2003,RAINS,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2003-09-04,0,Ds Office,2003,9,1
RA2003,RAINS,lka009,lka009001,lka009001018,Damahana(GN),Ratnapura,2003-10-03,0,Ds Office,2003,10,1
RA2003,RAINS,lka009,lka009001,lka009001018,Messena(GN),Ratnapura,2003-10-12,0,Ds Office,2003,10,1
RA2003,RAINS,lka009,lka009001,lka009001015,Karagasthalawa(GN),Ratnapura,2003-10-18,0,Ds Office,2003,10,1
RA2003,RAINS,lka009,lka009001,lka009001018,Kirimetithenna(GN),Ratnapura,2003-11-03,0,Ds Office,2003,11,1
RA2003,RAINS,lka009,lka009001,lka009001018,Rassagala(GN),Ratnapura,2003-11-05,0,Ds Office,2003,11,1
RA2003,RAINS,lka009,lka009001,lka009001018,Balangoda(GN),Ratnapura,2003-11-14,0,Ds Office,2003,11,1
RA2003,RAINS,lka009,lka009001,lka009001015,Gurubevila(GN),Ratnapura,2003-11-16,0,Ds Office,2003,11,1
